,koi_fpflag_co,koi_fpflag_nt,koi_fpflag_ss,koi_model_snr,koi_prad,koi_fpflag_ec,koi_duration_err1,koi_prad_err2,koi_prad_err1,koi_duration_err2,disposition
4408,0.0,0.0,0.0,0.001491201908738443,7.1376568500092795e-06,0.0,0.030247524752475247,0.9999970199533558,2.4029574861367838e-05,0.9697524752475247,0
4409,0.0,1.0,0.0,0.0004860213628480852,5.9397284276301e-06,0.0,0.025792079207920794,0.9999981860585644,2.957486136783734e-05,0.9742079207920792,2
4410,1.0,0.0,1.0,0.006594426218643337,0.0001363142717298975,0.0,0.003242574257425743,0.9999299041202384,4.390018484288354e-05,0.9967574257425743,2
4411,0.0,1.0,0.0,0.0007069401641426694,9.733168431830835e-06,0.0,0.013514851485148516,0.9999957242809018,4.4362292051756e-05,0.9864851485148515,2
4412,1.0,0.0,1.0,0.0057438888336591885,1.1729715802462804e-05,0.0,0.0298019801980198,0.9999972790878466,5.083179297597043e-06,0.9701980198019802,2
4413,0.0,1.0,0.0,0.000585434823430648,3.2943031615427447e-06,0.0,0.047425742574257426,0.9999992225965276,4.621072088724584e-06,0.9525742574257425,2
4414,0.0,1.0,0.0,0.000585434823430648,6.388951586022292e-06,0.0,0.02034653465346535,0.999997408655092,2.7726432532347502e-05,0.9796534653465346,2
4415,0.0,0.0,1.0,0.2902210292606952,0.00025156496869962775,0.0,0.00011633663366336635,0.9999289971495205,0.0007569316081330868,0.9998836633663366,2
4416,0.0,0.0,1.0,0.0009278589654372535,3.893267372732334e-06,1.0,0.024455445544554456,0.9999990930292822,2.77264325323475e-06,0.9755445544554455,2
4417,0.0,1.0,0.0,0.0006185726436248357,1.2877730540576184e-05,0.0,0.019554455445544558,0.9999963721171288,1.2939001848428836e-05,0.9804455445544554,2
4418,0.0,0.0,1.0,0.6067534877555755,0.0006193789080543017,0.0,7.722772277227723e-05,0.9992853070743716,0.001273105360443623,0.9999227722772277,2
4419,1.0,0.0,0.0,0.0011929615269907544,0.00012742963593058527,0.0,0.04950495049504951,0.9999639803057787,0.00032024029574861365,0.9504950495049505,2
4420,1.0,0.0,1.0,0.0023638311738520506,0.002010872598016251,1.0,0.011831683168316832,0.9986771184244623,0.0047181146025878,0.9881683168316832,2
4421,1.0,0.0,0.0,0.000740077984336857,0.00015138820437816884,0.0,0.02212871287128713,0.9999875615444416,0.00039926062846580405,0.9778712871287129,2
4422,0.0,1.0,0.0,0.00041974572245970996,2.1662538971356837e-05,0.0,0.04638613861386139,0.9999834153925887,6.56192236598891e-05,0.9536138613861386,2
4423,0.0,0.0,0.0,0.0017452585302272147,5.29085053217471e-06,1.0,0.02391089108910891,0.9999985747603006,4.158964879852125e-06,0.9760891089108911,2
4424,1.0,0.0,1.0,0.0015132937888679015,0.00011709750328756483,1.0,0.019504950495049505,0.9999895050531226,0.00033410351201478743,0.9804950495049505,2
4425,0.0,1.0,0.0,0.0005964807634953773,1.2278766329386594e-05,0.0,0.025346534653465348,0.9999849701995336,1.9408502772643252e-05,0.9746534653465346,2
4426,0.0,0.0,0.0,0.00349051706045443,4.352473267977686e-05,0.0,0.0058415841584158424,0.9999888572168956,0.00012014787430683918,0.9941584158415842,0
4427,1.0,0.0,0.0,0.004539881366603706,6.094460848854077e-05,0.0,0.002495049504950495,0.9999644985747603,2.957486136783734e-05,0.9975049504950495,2
4428,0.0,1.0,0.0,0.10615148402204769,0.005732886120032628,0.0,0.00029306930693069307,0.997487691111687,0.010951940850277264,0.9997069306930693,2
4429,0.0,1.0,0.0,0.001170869646861296,2.6554080029405154e-05,0.0,0.03331683168316831,0.9999755117906194,4.066543438077634e-05,0.9666831683168317,2
