,koi_fpflag_co,koi_fpflag_nt,koi_fpflag_ss,koi_model_snr,koi_prad,koi_fpflag_ec,koi_duration_err1,koi_prad_err2,koi_prad_err1,koi_duration_err2,koi_disposition
1075,0,0,0,33.7,3.61,0,0.139,-0.17,0.24,-0.139,CONFIRMED
1076,0,0,0,57.8,3.21,0,0.0277,-1.91,1.91,-0.0277,CONFIRMED
1077,0,0,0,38.0,2.66,0,0.11800000000000001,-0.27,0.43,-0.11800000000000001,CONFIRMED
1078,0,0,0,14.1,1.45,0,0.42,-0.14,0.24,-0.42,CONFIRMED
1079,0,0,0,21.6,0.88,0,0.10300000000000001,-0.08,0.19,-0.10300000000000001,CONFIRMED
1080,0,0,0,32.7,1.99,0,0.0844,-0.29,0.36,-0.0844,CONFIRMED
1081,0,0,0,47.6,3.33,0,0.264,-0.34,0.55,-0.264,CONFIRMED
1082,0,0,0,46.1,2.94,0,0.0396,-0.2,0.24,-0.0396,CONFIRMED
1083,0,0,0,49.8,2.17,0,0.059000000000000004,-0.2,0.34,-0.059000000000000004,CONFIRMED
1084,0,0,0,37.1,2.26,0,0.0503,-0.23,0.67,-0.0503,CONFIRMED
1085,0,0,0,30.4,2.72,0,0.115,-0.51,0.52,-0.115,CONFIRMED
1086,0,0,0,41.2,3.07,0,0.0694,-0.77,0.48,-0.0694,CONFIRMED
1087,0,0,0,42.6,2.42,0,0.085,-0.41,0.4,-0.085,CONFIRMED
1088,0,0,0,508.8,10.6,0,0.0138,-1.9,1.91,-0.0138,CONFIRMED
1089,0,0,0,52.0,2.08,0,0.0549,-0.35,0.35,-0.0549,CONFIRMED
1090,0,0,0,20.2,1.01,0,0.11800000000000001,-0.17,0.17,-0.11800000000000001,CONFIRMED
1091,0,0,0,34.7,2.28,0,0.165,-0.2,0.32,-0.165,CONFIRMED
1092,0,0,0,37.6,2.44,0,0.13,-0.24,0.71,-0.13,CONFIRMED
1093,0,0,0,38.2,2.88,0,0.11599999999999999,-0.68,0.41,-0.11599999999999999,CONFIRMED
1094,0,0,0,37.6,1.67,0,0.0689,-0.11,0.11,-0.0689,CONFIRMED
1095,0,0,0,35.5,2.45,0,0.10400000000000001,-0.24,0.68,-0.10400000000000001,CONFIRMED
1096,0,0,0,34.3,1.6,0,0.0681,-0.24,0.29,-0.0681,CONFIRMED
1097,0,0,0,37.4,2.56,0,0.0685,-0.43,0.39,-0.0685,CONFIRMED
1098,0,0,0,33.8,2.07,0,0.0903,-0.19,0.59,-0.0903,CANDIDATE
1099,0,0,0,28.5,1.12,0,0.0711,-0.07,0.06,-0.0711,CONFIRMED
1100,0,0,0,34.1,1.26,0,0.0342,-0.12,0.09,-0.0342,CONFIRMED
1101,0,0,0,51.7,2.4,0,0.11599999999999999,-0.12,0.43,-0.11599999999999999,CONFIRMED
1102,0,0,0,50.0,2.5,0,0.135,-0.18,0.3,-0.135,CONFIRMED
1103,0,0,0,55.0,4.33,0,0.061,-1.94,1.59,-0.061,CANDIDATE
1104,0,0,0,34.0,2.97,0,0.0684,-0.35,0.48,-0.0684,CANDIDATE
1105,0,0,0,40.9,2.03,0,0.0575,-0.15,0.43,-0.0575,CONFIRMED
1106,0,0,0,49.8,3.71,0,0.0847,-1.04,0.76,-0.0847,CONFIRMED
1107,0,0,0,43.1,2.38,0,0.0457,-0.3,0.38,-0.0457,CONFIRMED
1108,0,0,0,34.3,1.78,0,0.0587,-0.1,0.19,-0.0587,CONFIRMED
1109,0,0,0,226.8,6.24,0,0.0248,-0.55,0.27,-0.0248,CONFIRMED
1110,0,0,0,31.2,2.45,0,0.084,-0.19,0.43,-0.084,CONFIRMED
1111,0,0,0,15.7,2.05,0,0.151,-0.2,0.33,-0.151,CONFIRMED
1112,0,0,0,35.6,2.17,0,0.0922,-0.23,0.7,-0.0922,CANDIDATE
1113,0,0,0,26.4,3.33,0,0.168,-0.29,0.43,-0.168,CANDIDATE
1114,0,0,0,35.7,1.77,0,0.0831,-0.38,0.28,-0.0831,CONFIRMED
1115,0,0,0,44.0,3.7,0,0.161,-0.66,1.14,-0.161,CONFIRMED
1116,0,0,0,24.3,0.93,0,0.0742,-0.04,0.09,-0.0742,CONFIRMED
1117,0,0,0,31.5,3.26,0,0.14300000000000002,-0.18,0.3,-0.14300000000000002,CONFIRMED
1118,0,0,0,45.5,2.61,0,0.0768,-0.28,0.37,-0.0768,CONFIRMED
1119,0,0,0,29.3,1.61,0,0.0693,-0.17,0.23,-0.0693,CANDIDATE
1120,0,0,0,21.5,1.35,0,0.261,-0.15,0.12,-0.261,CANDIDATE
1121,0,0,0,30.0,1.11,0,0.0869,-0.04,0.05,-0.0869,CONFIRMED
1122,0,0,0,53.1,2.59,0,0.0855,-0.22,0.39,-0.0855,CANDIDATE
1123,0,0,0,45.1,1.89,0,0.067,-0.44,0.29,-0.067,CONFIRMED
1124,1,0,0,37.3,2.58,1,0.218,-0.42,0.77,-0.218,FALSE POSITIVE
1125,0,0,0,39.9,1.48,0,0.0801,-0.14,0.12,-0.0801,CONFIRMED
1126,0,0,0,34.0,0.81,0,0.0495,-0.07,0.07,-0.0495,CONFIRMED
1127,0,0,0,17.6,2.94,0,0.228,-1.04,0.38,-0.228,CONFIRMED
1128,0,0,0,149.9,10.52,0,0.0565,-2.01,1.65,-0.0565,CANDIDATE
1129,0,0,1,210.9,48.04,0,0.146,-6.73,12.51,-0.146,FALSE POSITIVE
1130,0,0,0,111.3,5.76,0,0.0564,-0.35,0.22,-0.0564,CONFIRMED
1131,0,0,1,1654.9,13.25,0,0.00533,-1.05,0.85,-0.00533,CONFIRMED
1132,0,0,0,36.0,2.71,0,0.102,-0.3,0.89,-0.102,CANDIDATE
1133,0,0,0,53.3,1.54,0,0.11199999999999999,-0.12,0.19,-0.11199999999999999,CANDIDATE
1134,0,0,0,40.8,1.39,0,0.0819,-0.32,0.22,-0.0819,CONFIRMED
1135,0,0,0,62.5,2.38,0,0.0741,-0.13,0.16,-0.0741,CONFIRMED
1136,0,0,0,48.9,2.3,0,0.0967,-0.13,0.15,-0.0967,CONFIRMED
1137,0,0,0,12.5,2.88,0,0.226,-1.02,0.36,-0.226,CONFIRMED
1138,0,0,1,10.9,7.14,0,0.27899999999999997,-2.82,1.2,-0.27899999999999997,FALSE POSITIVE
1139,0,0,0,19.4,1.42,0,0.146,-0.12,0.06,-0.146,CONFIRMED
1140,0,0,0,35.7,2.23,0,0.135,-0.22,0.31,-0.135,CANDIDATE
1141,0,0,0,37.5,3.25,0,0.0941,-0.73,0.59,-0.0941,CONFIRMED
1142,0,0,0,103.7,7.7,0,0.14300000000000002,-0.84,2.53,-0.14300000000000002,CONFIRMED
1143,0,0,1,1853.8,10.05,0,0.0061,-0.66,0.59,-0.0061,CONFIRMED
1144,0,0,0,118.8,2.25,0,0.0353,-0.1,0.14,-0.0353,CONFIRMED
1145,0,0,0,40.6,3.18,0,0.121,-0.19,0.38,-0.121,CONFIRMED
1146,0,0,0,43.7,1.11,0,0.0386,-0.11,0.07,-0.0386,CONFIRMED
1147,0,0,0,37.0,2.04,0,0.0469,-0.2,0.13,-0.0469,CONFIRMED
1148,0,0,0,29.3,1.04,0,0.0639,-0.11,0.06,-0.0639,CONFIRMED
1149,0,0,0,42.6,1.93,0,0.0446,-0.15,0.14,-0.0446,CONFIRMED
1150,0,0,0,14.6,1.41,0,0.18,-0.19,0.2,-0.18,CONFIRMED
1151,0,0,0,17.1,1.39,0,0.156,-0.19,0.19,-0.156,CONFIRMED
1152,0,0,0,22.6,1.87,0,0.13699999999999998,-0.17,0.13,-0.13699999999999998,CONFIRMED
1153,0,0,0,15.9,3.36,0,0.3,-0.72,0.6,-0.3,CONFIRMED
1154,0,0,0,25.2,1.68,0,0.0744,-0.21,0.32,-0.0744,CONFIRMED
1155,0,0,0,27.0,2.4,0,0.136,-0.2,0.57,-0.136,CONFIRMED
1156,0,0,0,30.0,0.97,0,0.0488,-0.04,0.03,-0.0488,CONFIRMED
1157,0,0,0,39.8,1.95,0,0.0509,-0.23,0.67,-0.0509,CONFIRMED
1158,0,0,1,183.3,39.93,0,0.0144,-4.29,12.83,-0.0144,FALSE POSITIVE
1159,0,0,1,36.2,56.05,0,0.0727,-5.87,17.61,-0.0727,FALSE POSITIVE
1160,0,0,0,159.2,16.51,0,0.0148,-1.76,2.16,-0.0148,CONFIRMED
1161,0,0,0,59.5,2.84,0,0.0297,-0.2,0.43,-0.0297,CONFIRMED
1162,0,0,0,44.3,2.44,0,0.0384,-0.32,0.59,-0.0384,CONFIRMED
1163,0,0,0,43.3,2.81,0,0.153,-0.08,0.2,-0.153,CANDIDATE
1164,0,0,0,38.7,11.26,0,0.0888,-1.0,2.33,-0.0888,CANDIDATE
1165,0,0,0,43.4,4.94,0,0.136,-0.59,1.5,-0.136,CONFIRMED
1166,0,0,0,40.1,2.11,0,0.10800000000000001,-0.11,0.09,-0.10800000000000001,CANDIDATE
1167,0,0,1,44.9,37.58,0,0.0607,-3.45,11.08,-0.0607,FALSE POSITIVE
1168,0,0,0,89.3,1.71,0,0.0166,-0.1,0.05,-0.0166,CONFIRMED
1169,0,0,0,25.3,1.96,0,0.0845,-0.15,0.33,-0.0845,CONFIRMED
1170,0,0,0,11.6,1.18,0,0.151,-0.08,0.16,-0.151,CONFIRMED
1171,0,0,0,24.7,2.11,0,0.13699999999999998,-0.37,0.61,-0.13699999999999998,CONFIRMED
1172,0,0,0,34.2,2.66,0,0.096,-0.26,0.77,-0.096,CONFIRMED
1173,0,0,0,1315.8,12.78,0,0.00486,-0.52,0.85,-0.00486,CONFIRMED
1174,0,0,0,42.1,2.11,0,0.242,-0.19,0.15,-0.242,CONFIRMED
1175,0,0,0,43.1,2.96,0,0.0363,-0.23,0.33,-0.0363,CONFIRMED
1176,0,0,0,25.6,1.76,0,0.0767,-0.14,0.2,-0.0767,CONFIRMED
1177,0,0,0,41.2,1.93,0,0.0859,-0.11,0.11,-0.0859,CONFIRMED
1178,0,0,0,40.1,2.45,0,0.0891,-0.13,0.11,-0.0891,CONFIRMED
1179,0,0,0,32.7,1.71,0,0.0497,-0.17,0.15,-0.0497,CONFIRMED
1180,0,0,0,190.1,11.13,0,0.0278,-1.8,1.8,-0.0278,CANDIDATE
1181,0,0,0,43.5,2.67,0,0.0673,-0.21,0.38,-0.0673,CANDIDATE
1182,0,0,0,23.3,2.59,0,0.0863,-0.29,0.39,-0.0863,CANDIDATE
1183,0,0,0,27.2,1.7,0,0.0705,-0.14,0.21,-0.0705,CONFIRMED
1184,0,0,0,8.9,1.92,0,0.294,-0.1,0.29,-0.294,CONFIRMED
1185,0,0,0,6.8,1.9,0,0.465,-0.1,0.28,-0.465,CONFIRMED
1186,0,0,0,27.7,2.4,0,0.10400000000000001,-0.33,0.61,-0.10400000000000001,CANDIDATE
1187,0,0,0,37.5,2.62,0,0.166,-0.23,0.35,-0.166,CONFIRMED
1188,0,0,0,43.5,3.81,0,0.07200000000000001,-0.62,0.69,-0.07200000000000001,CANDIDATE
1189,0,0,0,62.2,2.2,0,0.0267,-0.12,0.34,-0.0267,CONFIRMED
1190,0,0,0,65.6,1.46,0,0.0372,-0.08,0.23,-0.0372,CONFIRMED
1191,0,1,0,118.9,70.11,0,0.196,-19.2,17.43,-0.196,FALSE POSITIVE
1192,0,0,1,329.7,63.55,0,0.006959999999999999,-16.21,8.11,-0.006959999999999999,FALSE POSITIVE
1193,0,0,0,54.1,2.54,0,0.0612,-0.15,0.23,-0.0612,CONFIRMED
1194,0,0,0,39.3,3.44,0,0.127,-0.34,0.58,-0.127,CANDIDATE
1195,0,0,0,48.5,3.34,0,0.0504,-0.18,0.17,-0.0504,CONFIRMED
1196,0,0,1,1765.2,17.85,0,0.00775,-2.43,3.24,-0.00775,FALSE POSITIVE
1197,1,0,0,17.7,1.49,1,0.268,-0.17,0.22,-0.268,FALSE POSITIVE
1198,0,0,0,38.1,2.76,0,0.0778,-0.34,0.79,-0.0778,CANDIDATE
1199,1,0,1,30.6,27.64,0,0.22899999999999998,-3.57,4.8,-0.22899999999999998,FALSE POSITIVE
1200,0,0,0,43.5,3.29,0,0.087,-0.6,0.59,-0.087,CONFIRMED
1201,0,0,0,38.1,2.8,0,0.10800000000000001,-0.51,0.51,-0.10800000000000001,CONFIRMED
1202,0,0,0,19.9,1.81,0,0.161,-0.33,0.33,-0.161,CONFIRMED
1203,0,0,0,22.5,1.69,0,0.0853,-0.13,0.25,-0.0853,CONFIRMED
1204,0,0,1,1281.9,14.81,0,0.00636,-0.92,2.0,-0.00636,FALSE POSITIVE
1205,0,0,0,54.0,17.38,0,0.0741,-6.24,3.36,-0.0741,CONFIRMED
1206,0,0,1,335.2,15.86,0,0.0272,-0.73,2.17,-0.0272,FALSE POSITIVE
1207,0,0,0,43.1,2.54,0,0.0667,-0.15,0.29,-0.0667,CONFIRMED
1208,0,0,0,20.8,1.96,0,0.0989,-0.11,0.19,-0.0989,CONFIRMED
1209,0,0,0,42.1,2.93,0,0.0874,-0.26,0.16,-0.0874,CONFIRMED
1210,0,0,0,37.1,2.13,0,0.0554,-0.34,0.34,-0.0554,CONFIRMED
1211,0,0,0,31.7,1.36,0,0.0761,-0.32,0.23,-0.0761,CONFIRMED
1212,0,1,0,61.2,4.37,0,0.0856,-0.56,0.62,-0.0856,FALSE POSITIVE
1213,0,0,0,33.6,3.44,0,0.133,-0.28,0.65,-0.133,CONFIRMED
1214,0,0,0,391.2,6.61,0,0.0106,-0.71,2.13,-0.0106,CANDIDATE
1215,0,0,0,24.4,2.04,0,0.16699999999999998,-0.29,0.3,-0.16699999999999998,CONFIRMED
1216,0,0,0,29.8,3.19,0,0.134,-0.29,0.88,-0.134,CONFIRMED
1217,0,0,0,23.2,3.19,0,0.16,-0.29,0.88,-0.16,CONFIRMED
1218,0,0,0,17.5,1.61,0,0.114,-0.09,0.11,-0.114,CONFIRMED
1219,0,0,0,13.6,0.92,0,0.201,-0.05,0.06,-0.201,CONFIRMED
1220,0,0,0,22.3,0.97,0,0.0811,-0.07,0.09,-0.0811,CONFIRMED
1221,0,0,0,70.6,4.37,0,0.0826,-1.53,0.65,-0.0826,CANDIDATE
1222,0,0,0,77.4,1.62,0,0.0314,-0.18,0.27,-0.0314,CONFIRMED
1223,0,0,0,76.1,1.57,0,0.0221,-0.18,0.26,-0.0221,CONFIRMED
1224,0,0,0,37.8,1.82,0,0.0489,-0.15,0.58,-0.0489,CONFIRMED
1225,0,0,0,32.1,2.75,0,0.0462,-0.59,0.49,-0.0462,CONFIRMED
1226,0,0,0,37.5,3.05,0,0.152,-0.28,0.85,-0.152,CONFIRMED
1227,0,0,0,8.4,0.99,0,0.252,-0.05,0.07,-0.252,CANDIDATE
1228,0,0,0,38.0,3.15,0,0.0388,-0.32,0.24,-0.0388,CANDIDATE
1229,0,0,0,22.0,1.72,0,0.11900000000000001,-0.2,0.54,-0.11900000000000001,CONFIRMED
1230,0,0,0,23.5,1.81,0,0.0988,-0.15,0.44,-0.0988,CONFIRMED
1231,0,0,0,21.8,2.14,0,0.0959,-0.2,0.24,-0.0959,CONFIRMED
1232,0,0,0,21.3,2.72,0,0.149,-0.21,0.37,-0.149,CONFIRMED
1233,0,0,0,20.4,1.12,0,0.0625,-0.03,0.08,-0.0625,CONFIRMED
1234,0,0,0,23.9,1.31,0,0.0686,-0.06,0.06,-0.0686,CONFIRMED
1235,0,0,0,26.5,1.26,0,0.092,-0.14,0.18,-0.092,CONFIRMED
1236,0,0,0,113.7,2.65,0,0.0254,-0.19,0.41,-0.0254,CONFIRMED
1237,0,0,0,45.5,2.41,0,0.0366,-0.34,0.8,-0.0366,CONFIRMED
1238,0,0,0,22.4,1.21,0,0.162,-0.04,0.08,-0.162,CONFIRMED
1239,1,0,0,15.4,1.16,0,0.2,-0.04,0.09,-0.2,CONFIRMED
1240,0,0,0,23.4,2.44,0,0.10300000000000001,-0.12,0.1,-0.10300000000000001,CANDIDATE
1241,0,0,0,10.5,1.71,0,0.174,-0.09,0.07,-0.174,CANDIDATE
1242,0,0,0,31.2,2.02,0,0.078,-0.1,0.11,-0.078,CONFIRMED
1243,0,0,0,24.1,2.05,0,0.16899999999999998,-0.12,0.15,-0.16899999999999998,CONFIRMED
1244,0,0,0,19.4,2.46,0,0.0983,-0.41,0.67,-0.0983,CANDIDATE
1245,0,0,0,25.8,1.05,0,0.11199999999999999,-0.15,0.19,-0.11199999999999999,CONFIRMED
1246,0,0,0,27.3,1.11,0,0.0732,-0.06,0.07,-0.0732,CONFIRMED
1247,1,0,0,20.4,3.52,0,0.27699999999999997,-2.0,0.85,-0.27699999999999997,FALSE POSITIVE
1248,0,0,0,23.4,1.51,0,0.18600000000000003,-0.38,0.25,-0.18600000000000003,CONFIRMED
1249,1,0,0,20.9,2.32,0,0.11,-0.36,0.67,-0.11,FALSE POSITIVE
1250,0,0,0,25.4,1.25,0,0.0841,-0.07,0.2,-0.0841,CONFIRMED
1251,0,0,0,18.9,1.87,0,0.111,-0.17,0.48,-0.111,CANDIDATE
1252,0,0,0,20.7,2.55,0,0.228,-0.33,0.3,-0.228,CONFIRMED
1253,0,0,0,34.7,3.06,0,0.156,-0.48,0.96,-0.156,CONFIRMED
1254,0,0,0,22.6,2.5,0,0.18100000000000002,-0.21,0.12,-0.18100000000000002,CONFIRMED
1255,0,0,0,27.3,1.59,0,0.0741,-0.1,0.12,-0.0741,CONFIRMED
1256,0,0,0,27.0,1.42,0,0.0521,-0.1,0.1,-0.0521,CONFIRMED
1257,0,0,1,83.7,26.96,0,0.0532,-0.96,1.68,-0.0532,FALSE POSITIVE
1258,0,0,0,108.6,3.27,0,0.051,-0.53,0.97,-0.051,CONFIRMED
1259,0,0,0,26.5,1.91,0,0.134,-0.2,0.6,-0.134,CANDIDATE
1260,0,0,0,21.4,1.94,0,0.154,-0.25,0.58,-0.154,CONFIRMED
1261,0,0,1,50.9,0.99,0,0.0288,-0.07,0.04,-0.0288,CONFIRMED
1262,0,0,0,20.8,2.94,0,0.26,-0.39,0.98,-0.26,CONFIRMED
1263,0,0,0,23.6,1.98,0,0.0646,-0.33,0.55,-0.0646,CONFIRMED
1264,0,0,0,20.9,1.55,0,0.0628,-0.17,0.28,-0.0628,CONFIRMED
1265,0,0,0,27.0,1.37,0,0.0662,-0.08,0.16,-0.0662,CONFIRMED
1266,0,0,0,23.8,2.19,0,0.0637,-0.13,0.27,-0.0637,CONFIRMED
1267,0,0,0,34.3,2.62,0,0.0806,-0.22,0.54,-0.0806,CONFIRMED
1268,0,0,0,22.7,2.11,0,0.0649,-0.09,0.25,-0.0649,CONFIRMED
1269,0,0,0,19.7,2.04,0,0.13,-0.15,0.27,-0.13,CONFIRMED
1270,0,0,0,20.0,1.35,0,0.159,-0.1,0.18,-0.159,CONFIRMED
1271,0,0,1,36.4,2.55,0,0.0403,-0.32,0.8,-0.0403,FALSE POSITIVE
1272,0,0,0,23.7,2.13,0,0.17,-0.19,0.28,-0.17,CONFIRMED
1273,0,1,0,31.2,1.31,0,0.22699999999999998,-0.46,0.28,-0.22699999999999998,FALSE POSITIVE
1274,0,0,0,11.8,0.93,0,0.182,-0.05,0.15,-0.182,CONFIRMED
1275,0,0,1,167.3,4.14,0,0.0748,-0.43,1.31,-0.0748,CONFIRMED
1276,0,0,0,19.2,1.68,0,0.141,-0.08,0.16,-0.141,CANDIDATE
1277,0,0,0,24.5,1.58,0,0.107,-0.41,0.25,-0.107,CONFIRMED
1278,0,0,0,32.2,1.39,0,0.0876,-0.37,0.21,-0.0876,CONFIRMED
1279,0,0,0,21.3,1.84,0,0.113,-0.11,0.13,-0.113,CANDIDATE
1280,0,0,0,26.5,2.09,0,0.18899999999999997,-0.37,0.57,-0.18899999999999997,CONFIRMED
1281,0,0,0,33.2,3.79,0,0.171,-0.45,0.41,-0.171,CANDIDATE
1282,0,0,0,21.1,1.15,0,0.0995,-0.07,0.07,-0.0995,CANDIDATE
1283,0,0,0,24.1,2.48,0,0.109,-0.18,0.42,-0.109,CONFIRMED
1284,0,0,0,70.9,2.04,0,0.0303,-0.16,0.28,-0.0303,CONFIRMED
1285,0,0,0,27.1,2.67,0,0.0858,-0.91,0.67,-0.0858,CONFIRMED
1286,0,0,0,24.5,2.39,0,0.083,-0.46,0.38,-0.083,CONFIRMED
1287,0,0,0,17.7,1.18,0,0.131,-0.23,0.19,-0.131,CONFIRMED
1288,0,0,0,31.8,4.43,0,0.17600000000000002,-1.14,0.77,-0.17600000000000002,CANDIDATE
1289,0,0,0,75.3,2.2,0,0.124,-0.08,0.15,-0.124,CONFIRMED
1290,1,0,0,18.9,1.3,0,0.0835,-0.09,0.37,-0.0835,FALSE POSITIVE
1291,0,0,0,20.7,2.07,0,0.0681,-0.21,0.62,-0.0681,CANDIDATE
1292,0,0,0,17.7,2.5,0,0.10300000000000001,-0.23,0.29,-0.10300000000000001,CONFIRMED
1293,0,0,0,38.2,1.65,0,0.0331,-0.15,0.08,-0.0331,CONFIRMED
1294,0,0,0,22.3,1.75,0,0.076,-0.22,0.53,-0.076,CANDIDATE
1295,0,1,0,21.5,1.74,0,0.0872,-0.24,0.24,-0.0872,CONFIRMED
1296,0,0,0,31.0,5.37,0,0.133,-1.9,0.81,-0.133,CONFIRMED
1297,0,0,0,26.6,2.19,0,0.10099999999999999,-0.22,0.68,-0.10099999999999999,CANDIDATE
1298,0,0,0,24.0,1.75,0,0.134,-0.22,0.23,-0.134,CONFIRMED
1299,0,0,0,26.9,2.63,0,0.129,-0.29,0.44,-0.129,CONFIRMED
1300,0,0,0,20.1,1.69,0,0.0835,-0.06,0.18,-0.0835,CONFIRMED
1301,0,0,0,25.5,2.0,0,0.126,-0.28,0.31,-0.126,CONFIRMED
1302,0,0,0,16.0,1.54,0,0.145,-0.21,0.24,-0.145,CONFIRMED
1303,0,0,0,23.7,4.53,0,0.147,-0.87,0.71,-0.147,CONFIRMED
1304,0,0,0,28.7,0.93,0,0.0449,-0.07,0.12,-0.0449,CONFIRMED
1305,0,0,0,22.4,2.13,0,0.0997,-0.42,0.34,-0.0997,CONFIRMED
1306,0,0,0,16.9,1.53,0,0.156,-0.14,0.42,-0.156,CONFIRMED
1307,0,0,0,22.0,2.64,0,0.14800000000000002,-0.27,0.82,-0.14800000000000002,CONFIRMED
1308,0,0,0,23.2,1.51,0,0.20800000000000002,-0.05,0.11,-0.20800000000000002,CONFIRMED
1309,0,0,0,19.1,7.76,0,0.268,-2.61,1.41,-0.268,CANDIDATE
1310,1,0,1,65.2,26.5,0,0.0476,-2.86,8.58,-0.0476,FALSE POSITIVE
1311,0,0,0,18.1,1.45,0,0.157,-0.08,0.07,-0.157,CANDIDATE
1312,0,0,0,30.4,2.12,0,0.0772,-0.19,0.18,-0.0772,CONFIRMED
1313,0,0,1,26.3,25.42,0,0.218,-2.36,5.56,-0.218,FALSE POSITIVE
1314,0,0,1,25.0,44.41,0,0.266,-8.72,7.93,-0.266,FALSE POSITIVE
1315,0,0,0,34.8,1.14,0,0.0501,-0.06,0.1,-0.0501,CONFIRMED
1316,0,0,0,20.7,2.09,0,0.0856,-0.59,0.59,-0.0856,CANDIDATE
1317,0,0,0,18.0,2.78,0,0.11699999999999999,-0.28,0.26,-0.11699999999999999,CONFIRMED
1318,0,0,0,24.8,1.64,0,0.086,-0.2,0.45,-0.086,CANDIDATE
1319,1,0,1,20.9,16.37,0,0.22,-0.77,0.72,-0.22,FALSE POSITIVE
1320,0,0,0,24.0,2.79,0,0.127,-0.23,0.84,-0.127,CONFIRMED
1321,0,1,0,2036.3,88.62,0,0.00301,-25.78,25.78,-0.00301,FALSE POSITIVE
1322,1,0,1,141.4,32.77,1,0.425,-5.58,9.1,-0.425,FALSE POSITIVE
1323,0,0,0,21.5,2.21,0,0.11699999999999999,-0.19,0.26,-0.11699999999999999,CONFIRMED
1324,0,0,0,25.7,2.4,0,0.0521,-0.17,0.38,-0.0521,CANDIDATE
1325,0,0,0,32.6,40.32,0,0.0679,-4.21,12.6,-0.0679,CANDIDATE
1326,0,0,0,26.5,1.58,0,0.0701,-0.15,0.11,-0.0701,CONFIRMED
1327,0,0,0,17.0,1.43,0,0.17600000000000002,-0.17,0.44,-0.17600000000000002,CONFIRMED
1328,0,0,0,20.7,2.27,0,0.14,-0.53,0.35,-0.14,CANDIDATE
1329,0,0,0,19.5,1.7,0,0.11699999999999999,-0.1,0.08,-0.11699999999999999,CANDIDATE
1330,0,0,0,26.8,2.31,0,0.11900000000000001,-0.29,0.66,-0.11900000000000001,CONFIRMED
1331,0,1,0,63.6,14.93,0,0.192,-1.22,1.34,-0.192,CONFIRMED
1332,0,0,0,65.6,2.27,0,0.0296,-0.36,0.36,-0.0296,CONFIRMED
1333,0,0,0,24.7,2.72,0,0.217,-0.44,0.65,-0.217,CONFIRMED
1334,0,0,0,23.7,1.68,0,0.0622,-0.06,0.1,-0.0622,CONFIRMED
1335,0,0,0,28.3,3.64,0,0.073,-0.84,0.55,-0.073,CONFIRMED
1336,0,0,0,20.3,4.08,0,0.223,-0.51,0.51,-0.223,CANDIDATE
1337,0,0,0,22.6,1.82,0,0.126,-0.07,0.13,-0.126,CANDIDATE
1338,0,0,0,23.2,2.68,0,0.146,-0.21,0.22,-0.146,CANDIDATE
1339,0,0,0,20.2,0.97,0,0.0922,-0.11,0.13,-0.0922,CANDIDATE
1340,0,0,0,21.0,2.95,0,0.10800000000000001,-0.61,0.49,-0.10800000000000001,CONFIRMED
1341,0,0,0,21.6,1.67,0,0.11800000000000001,-0.28,0.29,-0.11800000000000001,CONFIRMED
1342,0,0,0,17.3,1.35,0,0.114,-0.19,0.23,-0.114,CANDIDATE
1343,0,0,0,23.8,2.54,0,0.135,-0.27,0.44,-0.135,CONFIRMED
1344,0,0,1,303.7,44.67,0,0.00855,-2.97,7.91,-0.00855,FALSE POSITIVE
1345,0,0,0,36.2,2.47,0,0.168,-0.35,0.46,-0.168,CONFIRMED
1346,1,0,0,26.2,5.07,1,0.131,-2.94,0.78,-0.131,FALSE POSITIVE
1347,0,0,0,24.9,1.28,0,0.084,-0.09,0.09,-0.084,CONFIRMED
1348,0,0,0,23.9,1.6,0,0.07,-0.18,0.19,-0.07,CONFIRMED
1349,0,0,0,20.4,1.29,0,0.0873,-0.08,0.1,-0.0873,CONFIRMED
1350,0,1,0,90.4,28.78,0,0.0,-7.83,7.83,0.0,FALSE POSITIVE
1351,0,0,0,18.2,2.21,0,0.111,-0.36,0.53,-0.111,CANDIDATE
1352,0,0,0,22.2,1.7,0,0.10300000000000001,-0.08,0.21,-0.10300000000000001,CANDIDATE
1353,0,0,0,19.4,3.03,0,0.245,-0.51,0.52,-0.245,CANDIDATE
1354,0,0,0,24.0,2.01,0,0.374,-0.19,0.27,-0.374,CONFIRMED
1355,0,0,0,93.4,2.6,0,0.0353,-0.28,0.37,-0.0353,CONFIRMED
1356,0,0,0,22.1,1.7,0,0.133,-0.17,0.53,-0.133,CONFIRMED
1357,0,0,0,23.3,1.29,0,0.11599999999999999,-0.11,0.21,-0.11599999999999999,CONFIRMED
1358,0,0,0,17.3,2.28,0,0.217,-0.29,0.35,-0.217,CANDIDATE
1359,0,0,0,15.2,3.14,0,0.0877,-0.66,0.5,-0.0877,CONFIRMED
1360,0,0,0,29.9,2.33,0,0.159,-0.7,0.86,-0.159,CONFIRMED
1361,0,0,0,27.7,2.26,0,0.11199999999999999,-0.21,0.6,-0.11199999999999999,CONFIRMED
1362,0,0,0,23.1,1.01,0,0.09,-0.04,0.11,-0.09,CONFIRMED
1363,0,0,0,25.2,2.45,0,0.14800000000000002,-0.38,0.83,-0.14800000000000002,CONFIRMED
1364,0,0,0,27.2,1.8,0,0.113,-0.2,0.59,-0.113,CONFIRMED
