,koi_fpflag_co,koi_fpflag_nt,koi_fpflag_ss,koi_model_snr,koi_prad,koi_fpflag_ec,koi_duration_err1,koi_prad_err2,koi_prad_err1,koi_duration_err2,koi_disposition
2970,1,0,0,14.8,1.17,0,0.165,-0.17,0.31,-0.165,FALSE POSITIVE
2971,1,0,0,17.6,1.29,1,0.324,-0.13,0.4,-0.324,FALSE POSITIVE
2972,1,0,0,17.9,1.09,1,0.162,-0.08,0.17,-0.162,FALSE POSITIVE
2973,1,1,0,13.3,3.15,0,0.785,-0.42,1.52,-0.785,FALSE POSITIVE
2974,1,0,0,18.7,1.0,1,0.21,-0.08,0.11,-0.21,FALSE POSITIVE
2975,1,0,1,230.7,34.84,1,0.0424,-2.72,3.06,-0.0424,FALSE POSITIVE
2976,0,0,0,15.3,1.76,0,0.353,-0.37,0.3,-0.353,CANDIDATE
2977,0,1,0,11.7,1.19,0,0.20199999999999999,-0.26,0.34,-0.20199999999999999,CONFIRMED
2978,0,1,0,17.7,2.41,0,1.8,-0.19,0.75,-1.8,FALSE POSITIVE
2979,0,0,0,27.8,0.93,1,0.784,-0.07,0.18,-0.784,FALSE POSITIVE
2980,0,0,0,17.7,1.64,1,0.27399999999999997,-0.26,0.48,-0.27399999999999997,FALSE POSITIVE
2981,0,0,0,12.5,1.57,0,0.36200000000000004,-0.21,0.25,-0.36200000000000004,CANDIDATE
2982,1,0,1,24.4,4.45,0,0.24100000000000002,-0.34,0.66,-0.24100000000000002,FALSE POSITIVE
2983,0,0,0,10.6,0.94,0,0.207,-0.13,0.3,-0.207,CONFIRMED
2984,0,0,0,13.6,1.6,0,0.146,-0.1,0.09,-0.146,CANDIDATE
2985,0,0,0,14.7,1.62,0,0.17,-0.14,0.24,-0.17,CANDIDATE
2986,0,0,0,6.3,1.72,0,13.2,-0.22,0.5,-13.2,CANDIDATE
2987,1,0,1,18.9,1.04,0,0.11900000000000001,-0.38,0.26,-0.11900000000000001,FALSE POSITIVE
2988,0,0,0,9.8,1.32,0,0.496,-0.14,0.41,-0.496,CANDIDATE
2989,0,0,0,14.8,0.6,0,0.111,-0.04,0.03,-0.111,CANDIDATE
2990,1,0,0,18.4,0.97,1,0.245,-0.1,0.3,-0.245,FALSE POSITIVE
2991,0,0,0,9.0,1.55,0,0.18,-0.3,0.41,-0.18,CANDIDATE
2992,0,0,0,17.9,1.36,0,0.12300000000000001,-0.09,0.04,-0.12300000000000001,CONFIRMED
2993,0,0,0,16.2,1.66,0,0.213,-0.23,0.29,-0.213,CANDIDATE
2994,0,0,0,14.1,1.27,0,0.405,-0.29,0.23,-0.405,CANDIDATE
2995,1,0,0,15.2,1.18,1,0.152,-0.11,0.27,-0.152,FALSE POSITIVE
2996,0,1,0,11.7,15.41,0,0.266,-2.48,1.06,-0.266,FALSE POSITIVE
2997,0,0,0,9.1,0.84,1,0.217,-0.13,0.24,-0.217,FALSE POSITIVE
2998,0,0,1,1134.3,25.76,0,0.0171,-15.63,7.21,-0.0171,FALSE POSITIVE
2999,0,0,0,12.1,1.27,0,0.19699999999999998,-0.19,0.34,-0.19699999999999998,CANDIDATE
3000,0,0,0,12.9,103.99,0,0.235,-48.47,36.36,-0.235,CANDIDATE
3001,0,0,0,8.8,2.84,0,0.36200000000000004,-1.0,0.43,-0.36200000000000004,CANDIDATE
3002,0,0,0,17.7,1.07,0,0.0835,-0.12,0.09,-0.0835,CANDIDATE
3003,1,0,1,27.9,0.95,0,0.18899999999999997,-0.12,0.18,-0.18899999999999997,FALSE POSITIVE
3004,0,0,0,13.5,117.29,0,0.266,-13.22,72.68,-0.266,CANDIDATE
3005,0,0,0,9.5,2.52,0,0.276,-1.36,1.36,-0.276,CONFIRMED
3006,0,0,0,22.6,2.1,0,0.336,-0.95,0.51,-0.336,CANDIDATE
3007,1,0,0,11.0,1.35,1,0.5579999999999999,-0.46,0.26,-0.5579999999999999,FALSE POSITIVE
3008,0,0,0,15.3,1.12,0,0.0969,-0.12,0.37,-0.0969,CANDIDATE
3009,0,1,0,50.4,17.07,1,0.0555,-1.48,5.56,-0.0555,FALSE POSITIVE
3010,0,0,0,13.5,1.19,0,0.183,-0.13,0.2,-0.183,CONFIRMED
3011,1,0,0,13.1,2.86,0,1.7,-0.28,0.26,-1.7,FALSE POSITIVE
3012,0,0,0,12.5,0.92,0,0.124,-0.08,0.19,-0.124,CANDIDATE
3013,0,1,0,21.9,2.94,0,0.0593,-1.18,0.64,-0.0593,FALSE POSITIVE
3014,0,0,0,12.6,1.12,0,0.129,-0.09,0.16,-0.129,CANDIDATE
3015,1,0,0,16.9,1.42,0,0.179,-0.32,0.39,-0.179,FALSE POSITIVE
3016,0,0,0,17.4,1.4,0,0.131,-0.59,0.34,-0.131,CANDIDATE
3017,0,0,0,27.4,5.38,0,0.607,-0.94,1.76,-0.607,CONFIRMED
3018,0,0,0,15.3,0.75,0,0.2,-0.07,0.22,-0.2,CONFIRMED
3019,1,0,1,10.4,2.34,0,0.314,-0.78,0.48,-0.314,FALSE POSITIVE
3020,0,0,0,13.9,0.98,0,0.11900000000000001,-0.17,0.26,-0.11900000000000001,CANDIDATE
3021,0,0,0,15.7,1.21,0,0.115,-0.17,0.38,-0.115,CONFIRMED
3022,0,0,0,16.0,1.4,0,0.135,-0.09,0.05,-0.135,CONFIRMED
3023,0,0,0,12.6,1.6,0,0.20600000000000002,-0.23,0.27,-0.20600000000000002,CANDIDATE
3024,0,0,0,9.5,1.45,0,0.14800000000000002,-0.47,0.43,-0.14800000000000002,CANDIDATE
3025,1,0,0,20.3,1.42,0,0.0711,-0.13,0.37,-0.0711,FALSE POSITIVE
3026,0,0,0,11.8,1.6,0,0.192,-0.14,0.34,-0.192,CANDIDATE
3027,0,0,0,26.0,1.4,0,0.0522,-0.15,0.17,-0.0522,CONFIRMED
3028,0,0,0,19.3,1.51,0,0.171,-0.09,0.18,-0.171,CONFIRMED
3029,0,0,0,10.4,1.07,0,0.256,-0.17,0.15,-0.256,CANDIDATE
3030,1,0,1,1823.0,64.77,0,0.0145,-8.28,11.38,-0.0145,FALSE POSITIVE
3031,0,0,0,15.6,4.17,0,0.478,-0.27,1.55,-0.478,CANDIDATE
3032,0,0,0,15.2,1.29,0,0.10099999999999999,-0.12,0.17,-0.10099999999999999,CONFIRMED
3033,1,0,0,15.3,0.75,1,0.165,-0.09,0.23,-0.165,FALSE POSITIVE
3034,1,0,0,23.8,2.16,0,0.109,-1.09,0.47,-0.109,FALSE POSITIVE
3035,1,0,1,24.6,1.51,0,0.0837,-0.12,0.33,-0.0837,FALSE POSITIVE
3036,1,0,0,13.8,0.7,1,0.317,-0.05,0.19,-0.317,FALSE POSITIVE
3037,0,0,1,96.8,2.97,0,0.0211,-0.19,0.17,-0.0211,FALSE POSITIVE
3038,1,0,0,17.2,0.98,1,0.289,-0.1,0.09,-0.289,FALSE POSITIVE
3039,0,0,0,13.4,1.0,0,0.17300000000000001,-0.14,0.32,-0.17300000000000001,CONFIRMED
3040,0,0,0,13.9,1.42,0,0.0991,-0.07,0.16,-0.0991,CANDIDATE
3041,0,0,0,14.3,0.84,0,0.168,-0.11,0.26,-0.168,CONFIRMED
3042,0,0,0,11.9,1.27,0,0.222,-0.12,0.37,-0.222,CANDIDATE
3043,1,0,0,16.5,1.26,0,0.136,-0.43,0.17,-0.136,FALSE POSITIVE
3044,0,0,0,12.0,1.36,0,0.222,-0.25,0.24,-0.222,CANDIDATE
3045,0,0,0,12.0,0.59,0,0.115,-0.06,0.05,-0.115,CONFIRMED
3046,0,0,0,18.8,4.15,0,0.17300000000000001,-2.98,1.28,-0.17300000000000001,CANDIDATE
3047,0,1,0,12.0,1.74,0,0.7170000000000001,-1.25,0.53,-0.7170000000000001,FALSE POSITIVE
3048,0,0,0,12.5,0.93,0,0.349,-0.08,0.24,-0.349,CONFIRMED
3049,0,0,1,15.6,75.04,0,0.16399999999999998,-51.56,22.09,-0.16399999999999998,FALSE POSITIVE
3050,0,0,0,11.2,1.07,0,0.214,-0.19,0.15,-0.214,CONFIRMED
3051,0,1,0,31.0,0.85,1,0.43200000000000005,-0.07,0.07,-0.43200000000000005,FALSE POSITIVE
3052,1,0,0,17.4,1.15,0,0.603,-0.12,0.35,-0.603,FALSE POSITIVE
3053,0,0,0,10.0,0.7,0,0.16899999999999998,-0.07,0.14,-0.16899999999999998,CANDIDATE
3054,0,0,0,7.2,1.39,0,0.6759999999999999,-0.15,0.45,-0.6759999999999999,CANDIDATE
3055,1,0,1,25.4,20.48,0,0.136,-2.2,6.59,-0.136,FALSE POSITIVE
3056,0,0,0,8.5,0.6,0,0.21100000000000002,-0.07,0.09,-0.21100000000000002,CANDIDATE
3057,0,0,1,17.4,0.89,1,0.154,-0.07,0.14,-0.154,FALSE POSITIVE
3058,0,1,0,6.5,24.43,0,0.545,-6.34,2.54,-0.545,FALSE POSITIVE
3059,0,0,0,16.4,2.9,0,0.251,-0.34,1.01,-0.251,CANDIDATE
3060,0,1,0,69.3,3.29,0,4.6,-1.3,0.32,-4.6,FALSE POSITIVE
3061,0,0,0,12.5,0.8,0,0.248,-0.04,0.06,-0.248,CONFIRMED
3062,1,0,0,10.5,0.86,0,0.14300000000000002,-0.11,0.26,-0.14300000000000002,FALSE POSITIVE
3063,0,0,1,7.9,5.5,0,1.2,-3.17,0.74,-1.2,FALSE POSITIVE
3064,0,0,0,14.0,1.31,0,0.263,-0.25,0.25,-0.263,CANDIDATE
3065,0,0,0,12.3,1.52,0,0.536,-0.4,0.25,-0.536,CONFIRMED
3066,1,0,0,10.3,0.87,1,0.595,-0.08,0.21,-0.595,FALSE POSITIVE
3067,0,0,1,13.8,0.9,1,0.19899999999999998,-0.14,0.27,-0.19899999999999998,FALSE POSITIVE
3068,0,0,0,10.4,1.09,0,0.17300000000000001,-0.18,0.18,-0.17300000000000001,CANDIDATE
3069,0,1,0,11.8,0.64,1,0.22,-0.05,0.29,-0.22,FALSE POSITIVE
3070,0,1,0,10.8,29.15,1,1.7,-3.04,9.06,-1.7,FALSE POSITIVE
3071,1,0,0,12.8,1.08,1,0.262,-0.13,0.32,-0.262,FALSE POSITIVE
3072,0,0,0,16.4,1.35,0,0.513,-0.31,0.39,-0.513,CANDIDATE
3073,0,0,0,10.7,0.78,0,0.301,-0.1,0.14,-0.301,CANDIDATE
3074,1,0,0,13.8,0.91,1,0.205,-0.07,0.29,-0.205,FALSE POSITIVE
3075,0,0,0,11.7,1.16,0,0.179,-0.11,0.35,-0.179,CANDIDATE
3076,0,0,0,11.9,1.84,0,0.327,-0.12,0.05,-0.327,CANDIDATE
3077,0,0,0,12.7,1.25,0,0.33399999999999996,-0.14,0.42,-0.33399999999999996,CANDIDATE
3078,0,1,0,30.2,0.99,1,0.0805,-0.21,0.21,-0.0805,FALSE POSITIVE
3079,0,0,0,13.2,1.56,0,0.348,-0.06,0.09,-0.348,CONFIRMED
3080,0,0,0,8.6,1.03,0,0.209,-0.08,0.15,-0.209,CANDIDATE
3081,1,0,0,6.9,1.04,0,0.722,-0.06,0.16,-0.722,FALSE POSITIVE
3082,1,0,0,14.4,21.29,0,0.174,-1.7,2.26,-0.174,FALSE POSITIVE
3083,0,0,0,10.8,1.24,0,0.304,-0.14,0.39,-0.304,CANDIDATE
3084,1,0,0,11.1,50.51,0,0.262,-5.47,16.44,-0.262,FALSE POSITIVE
3085,0,0,0,12.4,0.47,1,0.386,-0.05,0.06,-0.386,FALSE POSITIVE
3086,1,0,1,17.1,1.07,1,0.115,-0.12,0.36,-0.115,FALSE POSITIVE
3087,0,0,0,12.2,0.98,0,0.231,-0.12,0.29,-0.231,CANDIDATE
3088,0,0,0,24.4,0.65,0,0.0709,-0.03,0.05,-0.0709,CONFIRMED
3089,0,0,0,7.3,0.72,0,0.306,-0.02,0.07,-0.306,CANDIDATE
3090,0,0,0,12.5,2.61,0,0.344,-0.69,0.31,-0.344,CANDIDATE
3091,0,1,0,8.8,1.39,0,2.6,-0.11,0.35,-2.6,FALSE POSITIVE
3092,1,0,0,17.3,0.91,0,0.483,-0.2,0.16,-0.483,FALSE POSITIVE
3093,0,0,0,12.3,2.66,0,0.919,-0.57,0.42,-0.919,CANDIDATE
3094,0,0,0,10.7,1.19,0,0.27,-0.07,0.15,-0.27,CANDIDATE
3095,1,0,0,12.1,1.2,0,0.215,-0.14,0.72,-0.215,FALSE POSITIVE
3096,1,0,1,100.4,25.97,0,0.05,-2.3,6.84,-0.05,FALSE POSITIVE
3097,0,0,0,15.3,2.46,0,0.5660000000000001,-0.5,0.45,-0.5660000000000001,CANDIDATE
3098,0,0,0,9.9,1.08,0,0.32,-0.16,0.19,-0.32,CANDIDATE
3099,0,0,0,10.9,1.2,0,0.214,-0.11,0.26,-0.214,CANDIDATE
3100,1,0,0,9.5,0.93,0,0.415,-0.12,0.3,-0.415,FALSE POSITIVE
3101,1,0,0,10.5,1.41,0,0.179,-0.3,0.81,-0.179,FALSE POSITIVE
3102,1,0,0,17.6,0.63,0,0.0798,-0.09,0.13,-0.0798,FALSE POSITIVE
3103,0,0,0,13.0,2.09,0,0.8140000000000001,-0.35,0.35,-0.8140000000000001,CONFIRMED
3104,1,1,0,97.5,51.53,0,0.0213,-5.99,17.93,-0.0213,FALSE POSITIVE
3105,0,0,0,13.3,1.13,0,0.335,-0.28,0.35,-0.335,CANDIDATE
3106,1,1,0,34.9,1.42,1,0.0885,-0.21,0.39,-0.0885,FALSE POSITIVE
3107,0,0,0,15.9,1.85,0,0.218,-0.37,0.56,-0.218,CONFIRMED
3108,1,1,0,15.4,0.72,0,0.124,-0.05,0.12,-0.124,FALSE POSITIVE
3109,1,0,0,11.4,0.72,1,0.615,-0.2,0.16,-0.615,FALSE POSITIVE
3110,0,0,0,10.5,13.25,0,0.375,-1.31,2.59,-0.375,CANDIDATE
3111,0,0,0,10.8,0.98,0,0.2,-0.14,0.3,-0.2,CANDIDATE
3112,0,0,0,12.5,0.59,0,0.141,-0.09,0.1,-0.141,CANDIDATE
3113,0,0,0,11.9,1.03,0,0.147,-0.15,0.28,-0.147,CANDIDATE
3114,0,0,0,10.3,1.31,0,0.47,-0.15,0.42,-0.47,CONFIRMED
3115,1,0,0,10.1,0.53,0,0.35100000000000003,-0.04,0.03,-0.35100000000000003,FALSE POSITIVE
3116,0,0,0,14.9,1.39,0,0.248,-0.14,0.42,-0.248,CANDIDATE
3117,0,0,0,10.4,2.41,0,0.27,-0.24,0.74,-0.27,CANDIDATE
3118,0,0,0,9.8,0.92,0,0.23800000000000002,-0.07,0.17,-0.23800000000000002,CANDIDATE
3119,0,0,0,10.5,1.7,0,0.594,-0.33,0.27,-0.594,CANDIDATE
3120,0,0,0,22.1,1.02,0,0.135,-0.04,0.07,-0.135,CANDIDATE
3121,0,1,0,21.8,0.91,0,0.638,-0.27,0.21,-0.638,FALSE POSITIVE
3122,0,0,0,12.7,1.4,0,0.193,-0.1,0.26,-0.193,CONFIRMED
3123,1,0,0,17.5,0.82,1,0.212,-0.06,0.17,-0.212,FALSE POSITIVE
3124,0,0,0,15.0,6.13,0,0.7959999999999999,-0.55,1.77,-0.7959999999999999,CANDIDATE
3125,0,0,0,13.9,0.81,0,0.24,-0.05,0.03,-0.24,CANDIDATE
3126,0,0,0,11.3,1.33,0,0.16899999999999998,-0.11,0.25,-0.16899999999999998,CANDIDATE
3127,0,0,0,11.3,1.3,0,0.603,-0.12,0.36,-0.603,CANDIDATE
3128,0,0,0,10.3,1.08,0,0.17600000000000002,-0.08,0.22,-0.17600000000000002,CANDIDATE
3129,0,0,0,26.8,0.65,0,0.0858,-0.03,0.05,-0.0858,CONFIRMED
3130,0,0,0,12.1,1.09,0,0.19699999999999998,-0.08,0.25,-0.19699999999999998,CANDIDATE
3131,0,0,0,11.7,22.42,0,0.611,-1.07,2.72,-0.611,CANDIDATE
3132,0,0,0,11.5,1.04,0,0.184,-0.1,0.29,-0.184,CANDIDATE
3133,0,0,0,11.8,1.37,0,0.21,-0.14,0.22,-0.21,CONFIRMED
3134,0,0,0,11.9,8.1,0,0.742,-0.89,2.69,-0.742,CANDIDATE
3135,1,0,0,26.7,1.24,1,0.214,-0.43,0.23,-0.214,FALSE POSITIVE
3136,0,0,0,10.8,1.06,0,0.337,-0.13,0.35,-0.337,CONFIRMED
3137,1,1,0,9.0,1.26,1,2.6,-0.21,0.38,-2.6,FALSE POSITIVE
3138,0,1,0,15.2,0.86,0,0.27899999999999997,-0.19,0.23,-0.27899999999999997,FALSE POSITIVE
3139,1,1,0,18.4,19.91,0,0.155,-2.14,5.01,-0.155,FALSE POSITIVE
3140,0,0,0,2.9,0.96,0,3.8,-0.13,0.21,-3.8,CANDIDATE
3141,0,0,0,14.4,2.59,0,0.11,-1.46,1.47,-0.11,CANDIDATE
3142,0,0,0,12.7,2.09,0,0.195,-0.21,0.35,-0.195,CANDIDATE
3143,0,0,0,11.7,1.54,0,0.145,-0.15,0.47,-0.145,CANDIDATE
3144,0,0,0,8.7,1.44,0,0.28300000000000003,-0.14,0.33,-0.28300000000000003,CANDIDATE
3145,1,0,0,13.3,0.9,0,0.244,-0.08,0.19,-0.244,FALSE POSITIVE
3146,1,0,0,13.4,0.93,1,0.305,-0.1,0.29,-0.305,FALSE POSITIVE
3147,1,0,1,16.4,32.01,1,0.47600000000000003,-4.03,10.09,-0.47600000000000003,FALSE POSITIVE
3148,0,0,0,14.2,1.98,0,0.606,-0.52,0.42,-0.606,CANDIDATE
3149,0,0,0,9.5,1.43,0,0.18,-0.15,0.46,-0.18,CANDIDATE
3150,0,0,0,9.7,1.23,0,0.16399999999999998,-0.09,0.16,-0.16399999999999998,CANDIDATE
3151,0,0,0,13.3,0.93,1,0.263,-0.1,0.31,-0.263,FALSE POSITIVE
3152,0,0,0,13.9,1.97,0,0.46299999999999997,-1.16,0.77,-0.46299999999999997,CANDIDATE
3153,1,0,1,10.8,1.08,0,0.24,-0.12,0.32,-0.24,FALSE POSITIVE
3154,0,0,0,13.2,0.77,0,0.177,-0.12,0.13,-0.177,CANDIDATE
3155,0,0,0,11.3,1.08,0,0.136,-0.08,0.18,-0.136,CANDIDATE
3156,0,0,0,11.0,1.44,0,0.445,-0.33,0.42,-0.445,CANDIDATE
3157,0,0,0,13.4,1.02,0,0.17600000000000002,-0.1,0.06,-0.17600000000000002,CANDIDATE
3158,0,0,0,10.9,1.83,0,0.287,-0.14,0.52,-0.287,CANDIDATE
3159,1,0,0,14.2,1.05,1,0.392,-0.12,0.33,-0.392,FALSE POSITIVE
3160,0,0,0,10.7,1.23,0,0.188,-0.47,0.31,-0.188,CANDIDATE
3161,1,1,0,14.0,0.68,0,0.259,-0.05,0.1,-0.259,FALSE POSITIVE
3162,1,0,0,11.3,1.76,0,0.363,-0.17,0.5,-0.363,FALSE POSITIVE
3163,0,0,0,11.5,1.2,0,0.262,-0.11,0.27,-0.262,CANDIDATE
3164,0,0,0,10.6,0.55,0,0.313,-0.06,0.04,-0.313,CANDIDATE
3165,0,0,0,11.7,0.77,0,0.124,-0.15,0.21,-0.124,CANDIDATE
3166,1,1,0,7.7,0.75,1,0.6859999999999999,-0.16,0.21,-0.6859999999999999,FALSE POSITIVE
3167,0,1,0,15.5,0.54,1,0.7390000000000001,-0.07,0.13,-0.7390000000000001,FALSE POSITIVE
3168,1,0,0,9.7,1.79,1,0.48100000000000004,-0.17,0.39,-0.48100000000000004,FALSE POSITIVE
3169,0,0,0,12.0,0.97,0,0.253,-0.09,0.08,-0.253,CANDIDATE
3170,0,0,0,13.4,1.31,0,0.27,-0.29,0.21,-0.27,CONFIRMED
3171,1,0,0,17.3,0.98,0,0.0891,-0.13,0.13,-0.0891,FALSE POSITIVE
3172,0,0,0,13.5,0.94,0,0.163,-0.04,0.11,-0.163,CONFIRMED
3173,0,0,0,11.0,0.35,0,0.34600000000000003,-0.02,0.05,-0.34600000000000003,CANDIDATE
3174,0,0,0,15.1,1.06,0,0.345,-0.04,0.04,-0.345,CANDIDATE
3175,0,1,0,19.8,0.79,0,0.261,-0.13,0.13,-0.261,FALSE POSITIVE
3176,0,0,0,12.8,1.07,0,0.259,-0.13,0.32,-0.259,CANDIDATE
3177,0,0,0,11.8,1.39,0,0.218,-0.36,0.4,-0.218,CANDIDATE
3178,1,0,0,12.1,1.47,0,0.24,-0.29,0.79,-0.24,FALSE POSITIVE
3179,1,0,0,14.4,1.06,1,0.355,-0.11,0.32,-0.355,FALSE POSITIVE
3180,0,0,0,7.0,3.69,0,0.16399999999999998,-1.77,1.76,-0.16399999999999998,CANDIDATE
3181,1,1,0,12.9,16.07,1,0.825,-1.43,2.65,-0.825,FALSE POSITIVE
3182,0,0,0,25.8,0.95,0,0.0602,-0.04,0.08,-0.0602,CONFIRMED
3183,0,0,0,16.4,1.65,1,0.19,-0.47,0.34,-0.19,FALSE POSITIVE
3184,0,0,1,25.3,0.5,1,0.161,-0.06,0.04,-0.161,FALSE POSITIVE
3185,0,0,0,14.6,1.21,0,0.271,-0.3,0.24,-0.271,CONFIRMED
3186,0,0,0,13.1,2.83,0,0.19899999999999998,-0.63,0.41,-0.19899999999999998,CANDIDATE
3187,0,0,0,9.9,1.12,0,0.309,-0.11,0.32,-0.309,CANDIDATE
3188,0,0,0,11.3,0.93,0,0.23600000000000002,-0.22,0.27,-0.23600000000000002,CANDIDATE
3189,1,0,0,15.1,1.73,0,0.113,-0.63,0.27,-0.113,FALSE POSITIVE
3190,0,0,0,8.2,1.22,1,2.5,-0.11,0.22,-2.5,FALSE POSITIVE
3191,0,0,0,12.5,0.54,0,0.207,-0.05,0.09,-0.207,CANDIDATE
3192,0,0,0,17.8,1.9,1,0.244,-0.94,0.47,-0.244,FALSE POSITIVE
3193,1,0,1,12.0,0.57,0,0.24600000000000002,-0.05,0.16,-0.24600000000000002,FALSE POSITIVE
3194,0,0,0,11.3,1.01,0,0.198,-0.08,0.04,-0.198,CANDIDATE
3195,1,0,0,14.7,1.68,0,0.267,-0.16,0.6,-0.267,FALSE POSITIVE
3196,0,0,0,14.4,2.33,0,0.371,-0.19,0.28,-0.371,CONFIRMED
3197,0,0,0,10.9,1.32,0,0.26899999999999996,-0.11,0.16,-0.26899999999999996,CANDIDATE
3198,0,0,0,14.2,1.23,0,0.188,-0.21,0.19,-0.188,CANDIDATE
3199,1,1,0,17.2,0.52,1,0.204,-0.04,0.13,-0.204,FALSE POSITIVE
3200,0,0,0,12.5,1.08,0,0.7090000000000001,-0.25,0.3,-0.7090000000000001,CANDIDATE
3201,0,0,0,11.7,1.69,0,0.743,-0.35,0.29,-0.743,CANDIDATE
3202,1,0,0,11.4,1.06,0,0.25,-0.12,0.34,-0.25,FALSE POSITIVE
3203,0,0,0,11.2,1.75,0,0.185,-0.17,0.26,-0.185,CANDIDATE
3204,1,0,0,9.5,1.23,0,0.28300000000000003,-0.12,0.36,-0.28300000000000003,FALSE POSITIVE
3205,0,0,0,10.9,0.89,0,0.287,-0.08,0.26,-0.287,CANDIDATE
3206,1,0,1,13.9,1.04,1,0.129,-0.1,0.31,-0.129,FALSE POSITIVE
3207,0,0,0,10.2,1.18,0,0.21,-0.1,0.04,-0.21,CANDIDATE
3208,1,0,0,17.9,0.72,1,0.248,-0.22,0.2,-0.248,FALSE POSITIVE
3209,0,0,0,8.0,0.62,0,0.5710000000000001,-0.05,0.19,-0.5710000000000001,CANDIDATE
3210,0,0,0,10.4,0.74,0,0.301,-0.15,0.12,-0.301,CANDIDATE
3211,1,0,0,11.4,0.86,0,0.172,-0.17,0.27,-0.172,FALSE POSITIVE
3212,0,1,0,10.3,1.5,0,0.877,-0.16,0.59,-0.877,FALSE POSITIVE
3213,0,0,0,16.4,2.18,1,0.156,-1.07,0.36,-0.156,FALSE POSITIVE
3214,0,0,0,9.8,1.81,0,0.574,-0.33,0.28,-0.574,CANDIDATE
3215,0,0,0,14.6,1.56,0,0.527,-0.25,0.46,-0.527,CANDIDATE
3216,0,0,0,9.4,1.03,0,0.327,-0.14,0.17,-0.327,CANDIDATE
3217,0,0,0,12.8,1.53,0,0.20199999999999999,-0.12,0.23,-0.20199999999999999,CANDIDATE
3218,0,1,0,11.3,25.77,0,0.341,-0.93,4.68,-0.341,FALSE POSITIVE
3219,0,0,0,12.5,1.02,0,0.33399999999999996,-0.08,0.15,-0.33399999999999996,CANDIDATE
3220,1,0,1,10.3,0.35,1,0.19,-0.04,0.03,-0.19,FALSE POSITIVE
3221,0,0,0,16.5,1.09,0,0.0842,-0.07,0.13,-0.0842,CANDIDATE
3222,0,0,0,8.5,0.78,0,0.42200000000000004,-0.05,0.18,-0.42200000000000004,CANDIDATE
3223,0,0,0,9.5,1.49,0,0.736,-0.15,0.32,-0.736,CANDIDATE
3224,0,0,0,9.9,2.45,0,0.6559999999999999,-0.32,0.74,-0.6559999999999999,CANDIDATE
3225,0,0,0,11.5,89.29,0,0.294,-8.47,87.0,-0.294,CANDIDATE
3226,0,1,0,9.2,1.17,0,0.687,-0.09,0.06,-0.687,FALSE POSITIVE
3227,0,0,0,11.5,2.66,0,0.22699999999999998,-0.31,0.7,-0.22699999999999998,CANDIDATE
3228,0,0,0,12.7,2.02,0,0.9420000000000001,-0.29,0.3,-0.9420000000000001,CANDIDATE
3229,1,0,0,19.1,0.89,1,0.267,-0.09,0.28,-0.267,FALSE POSITIVE
3230,0,0,0,15.0,2.72,0,0.38299999999999995,-0.5,0.46,-0.38299999999999995,CANDIDATE
3231,1,0,1,10.2,0.77,0,0.0936,-0.1,0.23,-0.0936,FALSE POSITIVE
3232,1,0,1,21.9,0.87,0,0.0969,-0.18,0.29,-0.0969,FALSE POSITIVE
3233,0,0,0,11.5,1.1,0,0.39799999999999996,-0.07,0.16,-0.39799999999999996,CANDIDATE
3234,1,1,0,44.3,2.4,0,0.0323,-0.2,0.63,-0.0323,FALSE POSITIVE
3235,0,1,0,7.1,1.29,0,0.48200000000000004,-0.44,0.29,-0.48200000000000004,FALSE POSITIVE
3236,0,0,0,10.7,0.98,0,0.285,-0.11,0.32,-0.285,CANDIDATE
3237,1,0,0,9.9,1.39,1,0.292,-0.17,0.4,-0.292,FALSE POSITIVE
3238,0,0,0,13.0,0.86,0,0.22899999999999998,-0.15,0.14,-0.22899999999999998,CANDIDATE
3239,1,1,0,26.1,1.62,1,0.0939,-0.59,0.57,-0.0939,FALSE POSITIVE
3240,0,0,0,10.4,0.9,0,0.21,-0.16,0.24,-0.21,CANDIDATE
3241,0,0,0,16.2,1.52,0,0.763,-0.19,0.24,-0.763,CANDIDATE
3242,0,0,0,14.5,1.23,0,0.11900000000000001,-0.11,0.08,-0.11900000000000001,CANDIDATE
3243,0,0,1,323.1,213.46,0,1.9,-82.21,123.3,-1.9,FALSE POSITIVE
3244,0,0,0,13.5,2.29,0,0.6409999999999999,-0.26,0.71,-0.6409999999999999,CANDIDATE
3245,1,0,0,9.9,0.64,0,0.20800000000000002,-0.12,0.17,-0.20800000000000002,FALSE POSITIVE
3246,1,0,0,9.9,0.14,0,0.11699999999999999,0.0,0.0,-0.11699999999999999,FALSE POSITIVE
3247,0,0,1,27.8,1.24,1,0.109,-0.66,0.67,-0.109,FALSE POSITIVE
3248,0,0,0,9.2,1.17,0,0.223,-0.13,0.42,-0.223,CANDIDATE
3249,1,0,0,11.4,118.8,0,0.401,-21.58,74.01,-0.401,FALSE POSITIVE
3250,0,0,0,12.0,0.68,0,0.71,-0.07,0.22,-0.71,CANDIDATE
3251,1,0,0,10.7,0.76,0,0.28800000000000003,-0.07,0.05,-0.28800000000000003,FALSE POSITIVE
3252,1,0,0,10.4,0.81,1,0.278,-0.07,0.16,-0.278,FALSE POSITIVE
3253,1,0,0,7.8,0.89,1,0.509,-0.09,0.26,-0.509,FALSE POSITIVE
